country_code,weights_name,rank,belief,absolute_edge_sum
IL,correlation_IL,2,benefits_harm_society,2.337851912077392
IL,correlation_IL,3,authoritarianism,2.189312674019258
IL,correlation_IL,4,anti_lgbt,2.1621830501276698
IL,correlation_IL,5,left_right_identification,2.091013797685197
IS,correlation_IS,1,left_right_identification,2.6966694685143056
IS,correlation_IS,2,benefits_harm_economy,2.5576423734713583
IS,correlation_IS,3,anti_immigration,2.5544264326273876
IS,correlation_IS,4,anti_lgbt,2.3385156897898454
IS,correlation_IS,5,anti_climate_change_taxes,2.1828077257192082
IT,correlation_IT,1,anti_immigration,2.5824104770517473
IT,correlation_IT,2,euroscepticism,2.447601943335385
IT,correlation_IT,3,anti_climate_change_renewables,2.2434981949668877
IT,correlation_IT,4,educational_spending,1.8194294275476863
IT,correlation_IT,5,anti_lgbt,1.8009362650774685
LT,correlation_LT,1,educational_spending,2.3436082394954934
LT,correlation_LT,2,benefits_harm_economy,2.2231907081270563
LT,correlation_LT,3,anti_social_benefits_low_income,2.071843094906458
LT,correlation_LT,4,welfare_chauvinism,2.0360288774321864
LT,correlation_LT,5,anti_immigration,1.972297372442848
NL,correlation_NL,1,left_right_identification,2.4749848483521455
NL,correlation_NL,2,anti_climate_change_taxes,2.338185822293891
NL,correlation_NL,3,anti_immigration,2.327809455852677
NL,correlation_NL,4,benefits_harm_economy,2.1202021422788584
NL,correlation_NL,5,anti_climate_change_renewables,1.9418085353108558
NO,correlation_NO,1,anti_immigration,2.8204691601467933
NO,correlation_NO,2,anti_climate_change_taxes,2.790255675808132
NO,correlation_NO,3,anti_climate_change_renewables,2.6894486045508064
NO,correlation_NO,4,left_right_identification,2.6742313917759857
NO,correlation_NO,5,benefits_harm_economy,2.585371788677055
PL,correlation_PL,1,anti_lgbt,2.061278724316062
PL,correlation_PL,2,gender_inequality,1.8118206485776438
PL,correlation_PL,3,anti_immigration,1.8005316658582817
PL,correlation_PL,4,left_right_identification,1.6147145942066583
PL,correlation_PL,5,anti_basic_income,1.614703348414599
PT,correlation_PT,1,gender_inequality,2.0114210162805075
PT,correlation_PT,2,anti_lgbt,1.977769224628616
PT,correlation_PT,3,anti_immigration,1.8590284334217297
PT,correlation_PT,4,anti_climate_change_renewables,1.6038743079166167
PT,correlation_PT,5,anti_climate_change_taxes,1.5386341095819223
RU,correlation_RU,1,anti_egalitarianism,1.791423018912945
RU,correlation_RU,2,benefits_harm_economy,1.7678740962051087
RU,correlation_RU,3,anti_economic_interventionism,1.6989574624359791
RU,correlation_RU,4,euroscepticism,1.6923840236599235
RU,correlation_RU,5,anti_lgbt,1.6019766711011674
SE,correlation_SE,1,benefits_harm_economy,2.7850786398128653
SE,correlation_SE,2,anti_immigration,2.769213149257768
SE,correlation_SE,3,anti_climate_change_taxes,2.752660328879483
SE,correlation_SE,4,left_right_identification,2.617908132476422
SE,correlation_SE,5,anti_egalitarianism,2.5977936709991476
SI,correlation_SI,1,anti_immigration,1.9975501490464267
SI,correlation_SI,2,anti_lgbt,1.9779106697308793
SI,correlation_SI,3,gender_inequality,1.4228366644293786
SI,correlation_SI,4,left_right_identification,1.2805485354343848
SI,correlation_SI,5,anti_social_benefits_parents,1.2724994132082275
